time,msg,oid,tid,fid,side,price,qty
551,add, ,0, ,sell,5020,14
551,ackn,5232, , , , , 
551,fill,4928, ,1807, , ,1
551,fill,5007, ,1808, , ,13
551,fill,5232, ,1809, , ,14
551,add, ,1, ,sell,5087,26
551,ackn,5233, , , , , 
551,add, ,2, ,sell,5046,5
551,ackn,5234, , , , , 
551,add, ,3, ,sell,5050,56
551,ackn,5235, , , , , 
551,add, ,4, ,sell,5037,14
551,ackn,5236, , , , , 
551,add, ,5, ,sell,5059,68
551,ackn,5237, , , , , 
551,add, ,6, ,buy,5006,4
551,ackn,5238, , , , , 
551,add, ,7, ,sell,5037,21
551,ackn,5239, , , , , 
551,add, ,8, ,buy,5006,12
551,ackn,5240, , , , , 
551,add, ,9, ,sell,5061,5
551,ackn,5241, , , , , 
552,add, ,0, ,buy,4986,45
552,ackn,5242, , , , , 
552,add, ,1, ,sell,5020,4
552,ackn,5243, , , , , 
552,fill,5007, ,1810, , ,4
552,fill,5243, ,1811, , ,4
552,add, ,2, ,buy,4990,52
552,ackn,5244, , , , , 
552,add, ,3, ,buy,5004,1
552,ackn,5245, , , , , 
552,add, ,4, ,buy,4945,15
552,ackn,5246, , , , , 
552,add, ,5, ,buy,4977,12
552,ackn,5247, , , , , 
552,add, ,6, ,buy,4942,14
552,ackn,5248, , , , , 
552,add, ,7, ,sell,5053,15
552,ackn,5249, , , , , 
552,add, ,8, ,buy,4929,1
552,ackn,5250, , , , , 
552,add, ,9, ,sell,5103,14
552,ackn,5251, , , , , 
553,add, ,0, ,buy,4914,26
553,ackn,5252, , , , , 
553,add, ,1, ,sell,5040,5
553,ackn,5253, , , , , 
553,add, ,2, ,sell,5047,37
553,ackn,5254, , , , , 
553,add, ,3, ,buy,4936,3
553,ackn,5255, , , , , 
553,add, ,4, ,buy,4991,13
553,ackn,5256, , , , , 
553,add, ,5, ,sell,5039,25
553,ackn,5257, , , , , 
553,cancel,2125, , , , ,0
553,add, ,7, ,buy,5004,5
553,ackn,5258, , , , , 
553,add, ,8, ,buy,4927,3
553,ackn,5259, , , , , 
553,add, ,9, ,buy,5008,12
553,ackn,5260, , , , , 
554,add, ,0, ,sell,5085,4
554,ackn,5261, , , , , 
554,add, ,1, ,buy,4921,50
554,ackn,5262, , , , , 
554,add, ,2, ,buy,4968,83
554,ackn,5263, , , , , 
554,add, ,3, ,sell,5024,38
554,ackn,5264, , , , , 
554,add, ,4, ,sell,5060,35
554,ackn,5265, , , , , 
554,add, ,5, ,buy,5000,43
554,ackn,5266, , , , , 
554,add, ,6, ,sell,5020,13
554,ackn,5267, , , , , 
554,fill,5007, ,1812, , ,13
554,fill,5267, ,1813, , ,13
554,add, ,7, ,buy,4995,18
554,ackn,5268, , , , , 
554,add, ,8, ,sell,5031,39
554,ackn,5269, , , , , 
554,add, ,9, ,buy,5009,3
554,ackn,5270, , , , , 
555,add, ,0, ,sell,5024,56
555,ackn,5271, , , , , 
555,add, ,1, ,buy,5002,18
555,ackn,5272, , , , , 
555,add, ,2, ,sell,5079,69
555,ackn,5273, , , , , 
555,add, ,3, ,buy,4939,8
555,ackn,5274, , , , , 
555,add, ,4, ,sell,5023,2
555,ackn,5275, , , , , 
555,add, ,5, ,buy,5012,16
555,ackn,5276, , , , , 
555,add, ,6, ,buy,5010,59
555,ackn,5277, , , , , 
555,add, ,7, ,buy,5016,11
555,ackn,5278, , , , , 
555,add, ,8, ,buy,4955,46
555,ackn,5279, , , , , 
555,add, ,9, ,sell,5058,1
555,ackn,5280, , , , , 
556,add, ,0, ,sell,5045,20
556,ackn,5281, , , , , 
556,add, ,1, ,buy,4935,16
556,ackn,5282, , , , , 
556,add, ,2, ,sell,5028,15
556,ackn,5283, , , , , 
556,add, ,3, ,sell,5029,6
556,ackn,5284, , , , , 
556,add, ,4, ,sell,5060,18
556,ackn,5285, , , , , 
556,add, ,5, ,buy,5016,73
556,ackn,5286, , , , , 
556,add, ,6, ,buy,4959,18
556,ackn,5287, , , , , 
556,add, ,7, ,sell,5035,8
556,ackn,5288, , , , , 
556,add, ,8, ,buy,4912,31
556,ackn,5289, , , , , 
556,add, ,9, ,buy,4996,19
556,ackn,5290, , , , , 
557,add, ,0, ,sell,5136,2
557,ackn,5291, , , , , 
557,add, ,1, ,buy,4985,14
557,ackn,5292, , , , , 
557,add, ,2, ,sell,5158,31
557,ackn,5293, , , , , 
557,add, ,3, ,sell,5062,73
557,ackn,5294, , , , , 
557,add, ,4, ,buy,4998,34
557,ackn,5295, , , , , 
557,add, ,5, ,sell,5023,10
557,ackn,5296, , , , , 
557,add, ,6, ,buy,4970,17
557,ackn,5297, , , , , 
557,add, ,7, ,sell,5034,15
557,ackn,5298, , , , , 
557,cancel,3219, , , , ,0
557,add, ,9, ,buy,5003,26
557,ackn,5299, , , , , 
558,add, ,0, ,sell,5095,14
558,ackn,5300, , , , , 
558,add, ,1, ,sell,5073,5
558,ackn,5301, , , , , 
558,add, ,2, ,sell,5068,17
558,ackn,5302, , , , , 
558,add, ,3, ,buy,4973,51
558,ackn,5303, , , , , 
558,cancel,4299, , , , ,3
558,add, ,5, ,buy,4979,38
558,ackn,5304, , , , , 
558,add, ,6, ,sell,5027,10
558,ackn,5305, , , , , 
558,add, ,7, ,sell,5055,15
558,ackn,5306, , , , , 
558,add, ,8, ,sell,5088,36
558,ackn,5307, , , , , 
558,add, ,9, ,buy,4982,11
558,ackn,5308, , , , , 
559,add, ,0, ,sell,5011,1
559,ackn,5309, , , , , 
559,fill,5007, ,1814, , ,1
559,fill,5309, ,1815, , ,1
559,add, ,1, ,buy,4992,15
559,ackn,5310, , , , , 
559,add, ,2, ,sell,5028,14
559,ackn,5311, , , , , 
559,add, ,3, ,sell,5038,17
559,ackn,5312, , , , , 
559,add, ,4, ,sell,5035,11
559,ackn,5313, , , , , 
559,add, ,5, ,sell,5010,29
559,ackn,5314, , , , , 
559,fill,5007, ,1816, , ,29
559,fill,5314, ,1817, , ,29
559,add, ,6, ,sell,5012,18
559,ackn,5315, , , , , 
559,fill,5007, ,1818, , ,7
559,fill,5085, ,1819, , ,11
559,fill,5315, ,1820, , ,18
559,add, ,7, ,sell,5029,23
559,ackn,5316, , , , , 
559,add, ,8, ,sell,5041,12
559,ackn,5317, , , , , 
559,add, ,9, ,buy,4971,16
559,ackn,5318, , , , , 
560,add, ,0, ,buy,4972,29
560,ackn,5319, , , , , 
560,add, ,1, ,sell,5021,3
560,ackn,5320, , , , , 
560,fill,5085, ,1821, , ,3
560,fill,5320, ,1822, , ,3
560,add, ,2, ,buy,4974,61
560,ackn,5321, , , , , 
560,add, ,3, ,sell,5019,43
560,ackn,5322, , , , , 
560,fill,5085, ,1823, , ,18
560,fill,4875, ,1824, , ,15
560,fill,4893, ,1825, , ,4
560,fill,5064, ,1826, , ,6
560,fill,5322, ,1827, , ,43
560,add, ,4, ,sell,5031,69
560,ackn,5323, , , , , 
560,add, ,5, ,buy,4928,51
560,ackn,5324, , , , , 
560,add, ,6, ,sell,5141,81
560,ackn,5325, , , , , 
560,add, ,7, ,sell,5117,4
560,ackn,5326, , , , , 
560,add, ,8, ,sell,5071,38
560,ackn,5327, , , , , 
560,cancel,2214, , , , ,25
561,add, ,0, ,buy,4970,36
561,ackn,5328, , , , , 
561,add, ,1, ,buy,4939,25
561,ackn,5329, , , , , 
561,add, ,2, ,sell,5148,3
561,ackn,5330, , , , , 
561,add, ,3, ,buy,4996,56
561,ackn,5331, , , , , 
561,add, ,4, ,buy,4957,13
561,ackn,5332, , , , , 
561,add, ,5, ,sell,5027,77
561,ackn,5333, , , , , 
561,add, ,6, ,sell,5022,2
561,ackn,5334, , , , , 
561,add, ,7, ,sell,5031,39
561,ackn,5335, , , , , 
561,add, ,8, ,sell,5011,2
561,ackn,5336, , , , , 
561,fill,5064, ,1828, , ,2
561,fill,5336, ,1829, , ,2
561,add, ,9, ,buy,5002,43
561,ackn,5337, , , , , 
562,cancel,638, , , , ,9
562,add, ,1, ,buy,5006,1
562,ackn,5338, , , , , 
562,add, ,2, ,sell,5049,20
562,ackn,5339, , , , , 
562,add, ,3, ,sell,5024,28
562,ackn,5340, , , , , 
562,add, ,4, ,buy,4948,18
562,ackn,5341, , , , , 
562,add, ,5, ,buy,4823,30
562,ackn,5342, , , , , 
562,add, ,6, ,buy,4994,27
562,ackn,5343, , , , , 
562,add, ,7, ,buy,5006,51
562,ackn,5344, , , , , 
562,add, ,8, ,sell,5046,24
562,ackn,5345, , , , , 
562,add, ,9, ,sell,5030,11
562,ackn,5346, , , , , 
563,add, ,0, ,sell,5085,17
563,ackn,5347, , , , , 
563,add, ,1, ,sell,5098,8
563,ackn,5348, , , , , 
563,add, ,2, ,buy,4877,5
563,ackn,5349, , , , , 
563,add, ,3, ,sell,5035,22
563,ackn,5350, , , , , 
563,add, ,4, ,sell,5056,71
563,ackn,5351, , , , , 
563,add, ,5, ,sell,5036,28
563,ackn,5352, , , , , 
563,add, ,6, ,buy,4968,8
563,ackn,5353, , , , , 
563,add, ,7, ,buy,4994,42
563,ackn,5354, , , , , 
563,add, ,8, ,buy,4940,25
563,ackn,5355, , , , , 
563,add, ,9, ,buy,4983,58
563,ackn,5356, , , , , 
564,add, ,0, ,buy,4961,32
564,ackn,5357, , , , , 
564,add, ,1, ,sell,5025,2
564,ackn,5358, , , , , 
564,add, ,2, ,buy,5011,33
564,ackn,5359, , , , , 
564,add, ,3, ,buy,4964,75
564,ackn,5360, , , , , 
564,add, ,4, ,sell,5057,13
564,ackn,5361, , , , , 
564,add, ,5, ,buy,4956,11
564,ackn,5362, , , , , 
564,add, ,6, ,buy,4942,1
564,ackn,5363, , , , , 
564,add, ,7, ,buy,4990,48
564,ackn,5364, , , , , 
564,add, ,8, ,sell,5019,32
564,ackn,5365, , , , , 
564,fill,5064, ,1830, , ,20
564,fill,4256, ,1831, , ,8
564,fill,4619, ,1832, , ,4
564,fill,5365, ,1833, , ,32
564,add, ,9, ,buy,4967,13
564,ackn,5366, , , , , 
565,add, ,0, ,buy,4999,28
565,ackn,5367, , , , , 
565,add, ,1, ,sell,5061,29
565,ackn,5368, , , , , 
565,add, ,2, ,sell,5039,37
565,ackn,5369, , , , , 
565,add, ,3, ,buy,4991,2
565,ackn,5370, , , , , 
565,add, ,4, ,sell,5061,25
565,ackn,5371, , , , , 
565,add, ,5, ,buy,5001,26
565,ackn,5372, , , , , 
565,cancel,5287, , , , ,6
565,add, ,7, ,buy,4981,36
565,ackn,5373, , , , , 
565,add, ,8, ,buy,4983,16
565,ackn,5374, , , , , 
565,add, ,9, ,sell,5261,63
565,ackn,5375, , , , , 
566,add, ,0, ,sell,5087,31
566,ackn,5376, , , , , 
566,add, ,1, ,buy,4986,20
566,ackn,5377, , , , , 
566,add, ,2, ,sell,5020,34
566,ackn,5378, , , , , 
566,add, ,3, ,buy,5005,28
566,ackn,5379, , , , , 
566,add, ,4, ,buy,4983,16
566,ackn,5380, , , , , 
566,add, ,5, ,sell,5013,41
566,ackn,5381, , , , , 
566,fill,4619, ,1834, , ,25
566,fill,3756, ,1835, , ,1
566,fill,3759, ,1836, , ,15
566,fill,5381, ,1837, , ,41
566,add, ,6, ,buy,4994,28
566,ackn,5382, , , , , 
566,add, ,7, ,buy,4985,21
566,ackn,5383, , , , , 
566,add, ,8, ,buy,4982,54
566,ackn,5384, , , , , 
566,add, ,9, ,buy,4978,17
566,ackn,5385, , , , , 
567,add, ,0, ,sell,5044,14
567,ackn,5386, , , , , 
567,add, ,1, ,buy,5001,31
567,ackn,5387, , , , , 
567,add, ,2, ,buy,4986,16
567,ackn,5388, , , , , 
567,add, ,3, ,buy,4942,8
567,ackn,5389, , , , , 
567,add, ,4, ,sell,5064,81
567,ackn,5390, , , , , 
567,add, ,5, ,buy,4995,7
567,ackn,5391, , , , , 
567,add, ,6, ,sell,5015,11
567,ackn,5392, , , , , 
567,fill,3759, ,1838, , ,4
567,fill,3970, ,1839, , ,7
567,fill,5392, ,1840, , ,11
567,add, ,7, ,sell,5072,32
567,ackn,5393, , , , , 
567,add, ,8, ,buy,4988,4
567,ackn,5394, , , , , 
567,add, ,9, ,sell,5086,22
567,ackn,5395, , , , , 
568,add, ,0, ,buy,4938,31
568,ackn,5396, , , , , 
568,add, ,1, ,sell,5071,44
568,ackn,5397, , , , , 
568,add, ,2, ,buy,4921,14
568,ackn,5398, , , , , 
568,add, ,3, ,sell,5045,16
568,ackn,5399, , , , , 
568,cancel,2555, , , , ,8
568,add, ,5, ,buy,4980,60
568,ackn,5400, , , , , 
568,add, ,6, ,sell,5015,59
568,ackn,5401, , , , , 
568,fill,3970, ,1841, , ,31
568,fill,4048, ,1842, , ,28
568,fill,5401, ,1843, , ,59
568,add, ,7, ,buy,4970,26
568,ackn,5402, , , , , 
568,add, ,8, ,sell,5018,33
568,ackn,5403, , , , , 
568,fill,4048, ,1844, , ,33
568,fill,5403, ,1845, , ,33
568,add, ,9, ,buy,4976,42
568,ackn,5404, , , , , 
569,add, ,0, ,sell,5010,14
569,ackn,5405, , , , , 
569,fill,4048, ,1846, , ,1
569,fill,4203, ,1847, , ,4
569,fill,4366, ,1848, , ,9
569,fill,5405, ,1849, , ,14
569,add, ,1, ,buy,4926,40
569,ackn,5406, , , , , 
569,add, ,2, ,buy,4969,5
569,ackn,5407, , , , , 
569,add, ,3, ,sell,5083,23
569,ackn,5408, , , , , 
569,add, ,4, ,buy,4982,3
569,ackn,5409, , , , , 
569,add, ,5, ,sell,5052,6
569,ackn,5410, , , , , 
569,add, ,6, ,buy,4932,9
569,ackn,5411, , , , , 
569,add, ,7, ,buy,4983,16
569,ackn,5412, , , , , 
569,add, ,8, ,buy,4913,2
569,ackn,5413, , , , , 
569,add, ,9, ,sell,5047,8
569,ackn,5414, , , , , 
570,add, ,0, ,sell,5067,5
570,ackn,5415, , , , , 
570,add, ,1, ,sell,5025,48
570,ackn,5416, , , , , 
570,add, ,2, ,buy,4859,17
570,ackn,5417, , , , , 
570,add, ,3, ,sell,5064,7
570,ackn,5418, , , , , 
570,add, ,4, ,sell,5067,4
570,ackn,5419, , , , , 
570,add, ,5, ,buy,4963,9
570,ackn,5420, , , , , 
570,add, ,6, ,buy,4984,66
570,ackn,5421, , , , , 
570,add, ,7, ,sell,5033,18
570,ackn,5422, , , , , 
570,add, ,8, ,buy,4861,43
570,ackn,5423, , , , , 
570,add, ,9, ,buy,4993,51
570,ackn,5424, , , , , 
571,add, ,0, ,buy,4899,25
571,ackn,5425, , , , , 
571,add, ,1, ,buy,4983,4
571,ackn,5426, , , , , 
571,add, ,2, ,sell,5060,52
571,ackn,5427, , , , , 
571,add, ,3, ,sell,5031,19
571,ackn,5428, , , , , 
571,add, ,4, ,sell,5272,10
571,ackn,5429, , , , , 
571,add, ,5, ,sell,5099,30
571,ackn,5430, , , , , 
571,add, ,6, ,sell,5044,6
571,ackn,5431, , , , , 
571,add, ,7, ,buy,4917,10
571,ackn,5432, , , , , 
571,add, ,8, ,sell,5031,3
571,ackn,5433, , , , , 
571,add, ,9, ,buy,4914,3
571,ackn,5434, , , , , 
572,add, ,0, ,buy,4956,33
572,ackn,5435, , , , , 
572,add, ,1, ,buy,4957,2
572,ackn,5436, , , , , 
572,add, ,2, ,buy,4987,24
572,ackn,5437, , , , , 
572,add, ,3, ,buy,4988,29
572,ackn,5438, , , , , 
572,add, ,4, ,buy,4978,7
572,ackn,5439, , , , , 
572,add, ,5, ,buy,4969,12
572,ackn,5440, , , , , 
572,add, ,6, ,buy,4939,36
572,ackn,5441, , , , , 
572,cancel,113, , , , ,6
572,add, ,8, ,sell,5063,7
572,ackn,5442, , , , , 
572,add, ,9, ,sell,5037,5
572,ackn,5443, , , , , 
573,add, ,0, ,buy,4920,33
573,ackn,5444, , , , , 
573,add, ,1, ,sell,5006,14
573,ackn,5445, , , , , 
573,fill,4366, ,1850, , ,14
573,fill,5445, ,1851, , ,14
573,add, ,2, ,buy,4977,3
573,ackn,5446, , , , , 
573,add, ,3, ,sell,5056,11
573,ackn,5447, , , , , 
573,add, ,4, ,sell,5031,2
573,ackn,5448, , , , , 
573,add, ,5, ,sell,5052,72
573,ackn,5449, , , , , 
573,add, ,6, ,sell,5043,1
573,ackn,5450, , , , , 
573,add, ,7, ,buy,4979,31
573,ackn,5451, , , , , 
573,add, ,8, ,buy,4899,82
573,ackn,5452, , , , , 
573,cancel,3088, , , , ,0
574,add, ,0, ,buy,4994,36
574,ackn,5453, , , , , 
574,add, ,1, ,sell,5144,22
574,ackn,5454, , , , , 
574,add, ,2, ,sell,5057,9
574,ackn,5455, , , , , 
574,add, ,3, ,buy,4976,18
574,ackn,5456, , , , , 
574,add, ,4, ,buy,4915,28
574,ackn,5457, , , , , 
574,add, ,5, ,buy,4991,4
574,ackn,5458, , , , , 
574,add, ,6, ,sell,5099,51
574,ackn,5459, , , , , 
574,add, ,7, ,sell,5013,7
574,ackn,5460, , , , , 
574,fill,4366, ,1852, , ,4
574,fill,4518, ,1853, , ,3
574,fill,5460, ,1854, , ,7
574,add, ,8, ,buy,4936,26
574,ackn,5461, , , , , 
574,add, ,9, ,sell,5074,31
574,ackn,5462, , , , , 
575,add, ,0, ,sell,5082,65
575,ackn,5463, , , , , 
575,add, ,1, ,sell,5051,37
575,ackn,5464, , , , , 
575,add, ,2, ,sell,5092,44
575,ackn,5465, , , , , 
575,add, ,3, ,sell,5010,16
575,ackn,5466, , , , , 
575,fill,4518, ,1855, , ,16
575,fill,5466, ,1856, , ,16
575,add, ,4, ,buy,4930,15
575,ackn,5467, , , , , 
575,add, ,5, ,sell,5050,35
575,ackn,5468, , , , , 
575,add, ,6, ,sell,5059,42
575,ackn,5469, , , , , 
575,add, ,7, ,sell,5010,37
575,ackn,5470, , , , , 
575,fill,4518, ,1857, , ,11
575,fill,4766, ,1858, , ,3
575,fill,4809, ,1859, , ,10
575,fill,4958, ,1860, , ,13
575,fill,5470, ,1861, , ,37
575,add, ,8, ,buy,4996,20
575,ackn,5471, , , , , 
575,add, ,9, ,sell,5011,11
575,ackn,5472, , , , , 
575,fill,4958, ,1862, , ,11
575,fill,5472, ,1863, , ,11
576,add, ,0, ,buy,4991,33
576,ackn,5473, , , , , 
576,add, ,1, ,buy,4924,18
576,ackn,5474, , , , , 
576,add, ,2, ,sell,5017,17
576,ackn,5475, , , , , 
576,fill,4958, ,1864, , ,17
576,fill,5475, ,1865, , ,17
576,add, ,3, ,sell,5032,8
576,ackn,5476, , , , , 
576,add, ,4, ,buy,4995,27
576,ackn,5477, , , , , 
576,add, ,5, ,buy,4927,49
576,ackn,5478, , , , , 
576,add, ,6, ,buy,4966,9
576,ackn,5479, , , , , 
576,add, ,7, ,sell,5001,11
576,ackn,5480, , , , , 
576,fill,4958, ,1866, , ,11
576,fill,5480, ,1867, , ,11
576,add, ,8, ,buy,4991,3
576,ackn,5481, , , , , 
576,add, ,9, ,sell,5006,9
576,ackn,5482, , , , , 
576,fill,4958, ,1868, , ,2
576,fill,5092, ,1869, , ,7
576,fill,5482, ,1870, , ,9
577,add, ,0, ,sell,5048,6
577,ackn,5483, , , , , 
577,add, ,1, ,sell,5008,5
577,ackn,5484, , , , , 
577,fill,5092, ,1871, , ,5
577,fill,5484, ,1872, , ,5
577,add, ,2, ,buy,4933,2
577,ackn,5485, , , , , 
577,add, ,3, ,sell,5000,39
577,ackn,5486, , , , , 
577,fill,5092, ,1873, , ,7
577,fill,2890, ,1874, , ,10
577,fill,3030, ,1875, , ,22
577,fill,5486, ,1876, , ,39
577,add, ,4, ,buy,4984,31
577,ackn,5487, , , , , 
577,add, ,5, ,buy,4979,10
577,ackn,5488, , , , , 
577,add, ,6, ,sell,5100,18
577,ackn,5489, , , , , 
577,add, ,7, ,buy,4989,48
577,ackn,5490, , , , , 
577,add, ,8, ,sell,5020,24
577,ackn,5491, , , , , 
577,add, ,9, ,buy,4972,27
577,ackn,5492, , , , , 
578,add, ,0, ,sell,5002,56
578,ackn,5493, , , , , 
578,fill,3030, ,1877, , ,7
578,fill,3191, ,1878, , ,49
578,fill,5493, ,1879, , ,56
578,add, ,1, ,buy,4981,65
578,ackn,5494, , , , , 
578,add, ,2, ,sell,4999,17
578,ackn,5495, , , , , 
578,fill,3191, ,1880, , ,2
578,fill,3248, ,1881, , ,10
578,fill,3263, ,1882, , ,5
578,fill,5495, ,1883, , ,17
578,add, ,3, ,sell,5043,25
578,ackn,5496, , , , , 
578,add, ,4, ,sell,5000,7
578,ackn,5497, , , , , 
578,fill,3263, ,1884, , ,7
578,fill,5497, ,1885, , ,7
578,add, ,5, ,sell,4995,2
578,ackn,5498, , , , , 
578,fill,3263, ,1886, , ,2
578,fill,5498, ,1887, , ,2
578,add, ,6, ,sell,5054,34
578,ackn,5499, , , , , 
578,add, ,7, ,sell,4998,14
578,ackn,5500, , , , , 
578,fill,3263, ,1888, , ,8
578,fill,3383, ,1889, , ,5
578,fill,4003, ,1890, , ,1
578,fill,5500, ,1891, , ,14
578,add, ,8, ,sell,5020,8
578,ackn,5501, , , , , 
578,add, ,9, ,buy,4972,19
578,ackn,5502, , , , , 
579,add, ,0, ,sell,5005,2
579,ackn,5503, , , , , 
579,fill,4003, ,1892, , ,2
579,fill,5503, ,1893, , ,2
579,add, ,1, ,sell,5043,20
579,ackn,5504, , , , , 
579,add, ,2, ,sell,5003,21
579,ackn,5505, , , , , 
579,fill,4003, ,1894, , ,21
579,fill,5505, ,1895, , ,21
579,add, ,3, ,buy,4956,6
579,ackn,5506, , , , , 
579,add, ,4, ,buy,4988,85
579,ackn,5507, , , , , 
579,add, ,5, ,buy,4981,17
579,ackn,5508, , , , , 
579,add, ,6, ,buy,4987,10
579,ackn,5509, , , , , 
579,add, ,7, ,buy,4988,23
579,ackn,5510, , , , , 
579,add, ,8, ,sell,5015,23
579,ackn,5511, , , , , 
579,fill,4003, ,1896, , ,6
579,fill,4055, ,1897, , ,11
579,fill,4108, ,1898, , ,6
579,fill,5511, ,1899, , ,23
579,add, ,9, ,buy,4967,32
579,ackn,5512, , , , , 
580,add, ,0, ,buy,4964,28
580,ackn,5513, , , , , 
580,add, ,1, ,sell,5002,70
580,ackn,5514, , , , , 
580,fill,4108, ,1900, , ,46
580,fill,4113, ,1901, , ,24
580,fill,5514, ,1902, , ,70
580,add, ,2, ,buy,4896,16
580,ackn,5515, , , , , 
580,add, ,3, ,buy,4979,1
580,ackn,5516, , , , , 
580,add, ,4, ,buy,4923,10
580,ackn,5517, , , , , 
580,add, ,5, ,sell,5000,13
580,ackn,5518, , , , , 
580,fill,4113, ,1903, , ,13
580,fill,5518, ,1904, , ,13
580,add, ,6, ,buy,4840,7
580,ackn,5519, , , , , 
580,add, ,7, ,buy,4892,54
580,ackn,5520, , , , , 
580,add, ,8, ,buy,4954,77
580,ackn,5521, , , , , 
580,add, ,9, ,sell,5003,86
580,ackn,5522, , , , , 
580,fill,4113, ,1905, , ,26
580,fill,4267, ,1906, , ,5
580,fill,4332, ,1907, , ,15
580,fill,4644, ,1908, , ,8
580,fill,4789, ,1909, , ,17
580,fill,4862, ,1910, , ,2
580,fill,5017, ,1911, , ,13
580,fill,5522, ,1912, , ,86
581,add, ,0, ,sell,4997,13
581,ackn,5523, , , , , 
581,fill,5017, ,1913, , ,13
581,fill,5523, ,1914, , ,13
581,add, ,1, ,sell,4997,24
581,ackn,5524, , , , , 
581,fill,5107, ,1915, , ,24
581,fill,5524, ,1916, , ,24
581,add, ,2, ,sell,4997,76
581,ackn,5525, , , , , 
581,fill,5107, ,1917, , ,21
581,fill,2738, ,1918, , ,55
581,fill,5525, ,1919, , ,76
581,add, ,3, ,sell,5084,6
581,ackn,5526, , , , , 
581,add, ,4, ,sell,4994,17
581,ackn,5527, , , , , 
581,fill,2738, ,1920, , ,10
581,fill,3146, ,1921, , ,7
581,fill,5527, ,1922, , ,17
581,add, ,5, ,buy,4987,12
581,ackn,5528, , , , , 
581,add, ,6, ,buy,4953,10
581,ackn,5529, , , , , 
581,add, ,7, ,sell,5019,9
581,ackn,5530, , , , , 
581,add, ,8, ,sell,5008,25
581,ackn,5531, , , , , 
581,fill,3146, ,1923, , ,14
581,fill,3245, ,1924, , ,11
581,fill,5531, ,1925, , ,25
581,add, ,9, ,buy,4973,78
581,ackn,5532, , , , , 
582,add, ,0, ,sell,5008,12
582,ackn,5533, , , , , 
582,fill,3245, ,1926, , ,10
582,fill,3306, ,1927, , ,2
582,fill,5533, ,1928, , ,12
582,cancel,418, , , , ,8
582,add, ,2, ,sell,5072,30
582,ackn,5534, , , , , 
582,add, ,3, ,sell,5060,40
582,ackn,5535, , , , , 
582,add, ,4, ,sell,5036,31
582,ackn,5536, , , , , 
582,add, ,5, ,buy,4970,47
582,ackn,5537, , , , , 
582,add, ,6, ,sell,5156,62
582,ackn,5538, , , , , 
582,add, ,7, ,sell,5009,10
582,ackn,5539, , , , , 
582,fill,3306, ,1929, , ,10
582,fill,5539, ,1930, , ,10
582,add, ,8, ,buy,4956,32
582,ackn,5540, , , , , 
582,add, ,9, ,sell,5003,25
582,ackn,5541, , , , , 
582,fill,3306, ,1931, , ,21
582,fill,3374, ,1932, , ,4
582,fill,5541, ,1933, , ,25
583,add, ,0, ,sell,5033,17
583,ackn,5542, , , , , 
583,add, ,1, ,sell,5000,54
583,ackn,5543, , , , , 
583,fill,3374, ,1934, , ,23
583,fill,3414, ,1935, , ,27
583,fill,3689, ,1936, , ,4
583,fill,5543, ,1937, , ,54
583,add, ,2, ,sell,5005,5
583,ackn,5544, , , , , 
583,fill,3689, ,1938, , ,5
583,fill,5544, ,1939, , ,5
583,add, ,3, ,buy,4990,28
583,ackn,5545, , , , , 
583,cancel,1619, , , , ,19
583,add, ,5, ,buy,4815,43
583,ackn,5546, , , , , 
583,add, ,6, ,sell,5000,54
583,ackn,5547, , , , , 
583,fill,3689, ,1940, , ,30
583,fill,3725, ,1941, , ,24
583,fill,5547, ,1942, , ,54
583,add, ,7, ,sell,4995,29
583,ackn,5548, , , , , 
583,fill,3725, ,1943, , ,29
583,fill,5548, ,1944, , ,29
583,add, ,8, ,buy,4889,23
583,ackn,5549, , , , , 
583,add, ,9, ,buy,4971,16
583,ackn,5550, , , , , 
584,add, ,0, ,buy,4961,31
584,ackn,5551, , , , , 
584,add, ,1, ,buy,4953,25
584,ackn,5552, , , , , 
584,add, ,2, ,sell,4992,24
584,ackn,5553, , , , , 
584,fill,3725, ,1945, , ,8
584,fill,3744, ,1946, , ,16
584,fill,5553, ,1947, , ,24
584,add, ,3, ,buy,4920,22
584,ackn,5554, , , , , 
584,add, ,4, ,sell,5009,36
584,ackn,5555, , , , , 
584,fill,3744, ,1948, , ,3
584,fill,4124, ,1949, , ,32
584,fill,4200, ,1950, , ,1
584,fill,5555, ,1951, , ,36
584,add, ,5, ,buy,4978,10
584,ackn,5556, , , , , 
584,add, ,6, ,sell,5018,31
584,ackn,5557, , , , , 
584,add, ,7, ,sell,5085,12
584,ackn,5558, , , , , 
584,add, ,8, ,sell,5235,12
584,ackn,5559, , , , , 
584,add, ,9, ,sell,5028,5
584,ackn,5560, , , , , 
585,add, ,0, ,sell,4999,11
585,ackn,5561, , , , , 
585,fill,4200, ,1952, , ,11
585,fill,5561, ,1953, , ,11
585,add, ,1, ,buy,4957,3
585,ackn,5562, , , , , 
585,add, ,2, ,sell,4997,2
585,ackn,5563, , , , , 
585,fill,4200, ,1954, , ,2
585,fill,5563, ,1955, , ,2
585,add, ,3, ,buy,4962,3
585,ackn,5564, , , , , 
585,add, ,4, ,buy,4937,5
585,ackn,5565, , , , , 
585,add, ,5, ,buy,4957,11
585,ackn,5566, , , , , 
585,add, ,6, ,sell,5039,15
585,ackn,5567, , , , , 
585,add, ,7, ,sell,4999,41
585,ackn,5568, , , , , 
